utt_id	speaker_id	transcription	duration	snr
c2e8844aa7	f1193	अखिलेश उपाध्याय हुनुहुन्छ	4.0	23.111087799072266
c6fb256381	0d4f0	अख्तर जोया अख्तर	3.3	32.14781951904297
d5e2e56868	07179	अख्तर जोया अख्तर	4.0	33.15911102294922
e136f5f622	90913	अख्तर जोया अख्तर	2.5	50.0682373046875
3f2ce5a75e	1a81b	अख्तियार हो	2.2	20.55259323120117
8aeabc8839	0cc60	अख्तियारी दिएको हुन्छ	3.0	22.085155487060547
55b3d28242	ef9b4	अगस्टदेखि भारतकी	4.7	39.138065338134766
7e2d7554c6	bc806	अगस्टदेखि भारतकी	4.3	29.788427352905277
04f00fe269	e3a27	अगस्तमा गरिन्छ र	3.4	30.88340377807617
9a56540136	a2a69	अगस्तमा गरिन्छ र	2.9	32.04694366455078
750135d2ee	4b140	अगस्तमा जापान ब्रिटेन आदिको तर्फबाट अनि केही समयपछि टर्की जर्मनीको तर्फबाट युद्धमा सामेल भए।	9.6	33.155540466308594
14255fc9ac	6d3c6	अगस्तमा सिटी अफ ग्लास्गोको स्वतन्त्रता	5.4	27.562644958496094
3f3fb69534	20ebe	अगस्त्यको चर्चा भेटिन्छ	4.3	29.296781539916992
ba07cbc51a	87f8b	अगस्त्यको चर्चा भेटिन्छ	3.1	36.9122200012207
e7acf5e998	8efbc	अगाडि आउनका लागि	5.4	27.956932067871094
d0bcd90955	c4565	अगाडि आए	2.9	23.00348663330078
9062193e78	d03c8	अगाडि आएर बस	2.9	28.811323165893555
e1d3e9654a	885af	अगाडि आफ्नो	3.3	31.513015747070312
a2146642c2	7ef78	अगाडि आयो	2.4	23.16831398010254
1bd9eacadc	6323a	अगाडि उभिन्छ	3.0	33.276573181152344
90a4ea166d	49220	अगाडि उभिन्छ	1.9	35.4670295715332
bda1a1f28c	0bb95	अगाडि उभिन्छ	3.8	15.7806396484375
7f9eb7e25e	3c2c4	अगाडि कसुरदार हुन्छ	4.2	37.340110778808594
2264237ada	e4714	अगाडिका चुनौतीहरूको सामना	4.0	47.27958679199219
ec7c8b1496	ad938	अगाडिको किनारा	1.8	29.49949073791504
d61f73d2e4	09da0	अगाडिको समयलाई प्रामाणिक	4.3	22.26435852050781
abdd99550f	f6b2d	अगाडि गएको छ	3.9	32.57090377807617
e89d3d21ea	8efbc	अगाडि गएको छ	4.6	26.571186065673828
858bfdee2b	aae92	अगाडि गएर उनका	4.3	24.71590232849121
05ab0fe95f	55451	अगाडि गरिदेऊ	2.5	26.322837829589844
3d5f856e74	ef9b4	अगाडि गरिदेऊ	2.8	35.722442626953125
c4932c1a5b	7f7ce	अगाडि गरिदेऊ	2.3	34.328895568847656
db7f258407	61821	अगाडि गाँसेको	3.7	21.110668182373047
70c3cf070f	b70ea	अगाडि चाल सुन्यो	4.9	30.95951461791992
d03b728757	4483c	अगाडि चाल सुन्यो	5.6	36.865028381347656
7726626362	8b798	अगाडि छन्	3.4	33.48198318481445
8b97fccc07	a3872	अगाडि छन्	1.9	27.57301521301269
aae8ce3cf3	d4b2f	अगाडि छन्	2.8	40.11336898803711
3daeb50c87	abc37	अगाडि निक्लेका थिए	4.0	21.38371467590332
46a2935bc9	47075	अगाडि नै अज्ञात	3.7	33.41865539550781
c3d6e4f0e1	11c8b	अगाडि नै वीर शमशेरको	4.5	39.49696350097656
88c10f8d71	421cb	अगाडि पट्टी रहेको छ	3.2	35.278907775878906
02c420c4f4	22521	अगाडि पुगिसकेको थियो	3.0	45.12422561645508
0e3e19693b	41b2c	अगाडि पुगिसकेको थियो	3.1	20.842628479003903
a271c30239	09e5c	अगाडि बढाउनका लागि	3.0	44.544063568115234
e18294e218	da0cf	अगाडि बढाउनका लागि	2.9	36.94154357910156
c5c09d0025	fc62e	अगाडि बढेका थिए	2.6	43.30192184448242
d47d776c20	5d09c	अगाडि बढेका थिए	3.2	34.781471252441406
053003d80f	1f680	अगाडि बढेको छ	2.4	34.68870162963867
4c0191f6af	2f34a	अगाडि बढेको छ	2.3	30.991146087646484
5760d22ff8	41b2c	अगाडि बढे त्यसैगरी	2.6	21.82470703125
b7359f4712	18008	अगाडि बढे त्यसैगरी	3.2	37.23421478271485
d12c92524e	aaf41	अगाडि बढे त्यसैगरी	3.4	22.603099822998047
42e2556aa9	f65eb	अगाडि बढ्थे	1.6	29.455677032470703
0a93eed080	ccdde	अगाडि बढ्न	2.6	41.22944259643555
4e66724a00	e7519	अगाडि बढ्नका लागि	2.4	31.94070816040039
dbbceeca96	8b655	अगाडि बढ्नका लागि	3.1	42.8598861694336
8f72f135bf	09e5c	अगाडि बढ्नमा	3.1	41.12713623046875
c1e7671286	5853c	अगाडि बढ्नमा	2.6	26.482555389404297
8be6a5fb65	bee0c	अगाडि बढ्नुहोस्	3.3	20.4434871673584
1120a2bb23	e5d89	अगाडि बनाएको छाप्रोमा	2.2	41.5456428527832
6a52e7151e	916c6	अगाडि बनाएको छाप्रोमा	3.0	43.81485366821289
e3bb6e519c	163a6	अगाडि बनाएको छाप्रोमा	2.3	26.66353225708008
a9c221c1ef	90c1c	अगाडिबाट नेतृत्व गर	2.6	33.18096923828125
16261fbdd2	bda65	अगाडिबाटै भुरेर डाँडापोखरीमा	3.7	36.355735778808594
1948ab5c2a	12e6a	अगाडिबाटै भुरेर डाँडापोखरीमा	6.4	21.766469955444336
beaa899b4f	4cefa	अगाडिबाटै भुरेर डाँडापोखरीमा	4.8	29.78571891784668
b185d69555	2d07d	अगाडि मानिन्छ	2.4	25.75106430053711
9dacccec7f	809f3	अगाडि यो एउटा	2.9	16.801912307739258
1727ac01a8	4ce22	अगाडि रहेको छ	2.5	31.36791038513184
53561ed29a	8fbe4	अगाडि रहेको छ	4.2	24.98184967041016
435c5f051d	3a78c	अगाडि राखेर	2.7	30.497833251953125
5e51fdb68e	4170b	अगाडि राखेर	2.8	25.816017150878903
03d53bff27	fc62e	अगाडि लामो समय	2.4	27.927446365356445
13937e090b	83c93	अगाडि लामो समय	2.6	33.99066925048828
7159478b42	aaf41	अगाडि लामो समय	3.5	19.440868377685547
cc3d2bad6a	2fb12	अगाडि लामो समय	3.4	15.48188018798828
e3694657c9	9ef53	अगाडि लामो समय	2.6	35.41949844360352
1d39e03d22	62f45	अगाडि ल्याउन ब्लकको	4.0	23.0217342376709
3b7e263b9e	5dae1	अगाडि ल्याउन ब्लकको	5.9	27.176559448242188
89f5c95ba3	737fb	अगाडि ल्याउन ब्लकको	4.1	27.48551368713379
132b0c79fd	c06a7	अगाडिसम्म यो जिल्ला	4.4	37.893165588378906
b21d052442	66260	अगाडिसम्म यो जिल्ला	2.7	20.345436096191406
58225fd640	f7175	अगाडि सरेको थिएन	4.7	39.79029846191406
7bd191fc94	acf91	अगाडि सरेको थिएन	3.7	39.20763397216797
7991cef62f	0bb95	अगाडि स्वीकार गरेका	5.5	18.397958755493164
55c729ac48	0e059	अगाडि हालको काभ्रे	4.5	47.66057968139648
ce83018914	84446	अगाडि हालको काभ्रे	2.4	21.471973419189453
36cf4eaa73	a2a69	अगाथा क्रिस्टीद्वारा लिखित	3.3	37.290557861328125
bc2a4add1a	5a5e7	अगाथा क्रिस्टीद्वारा लिखित	5.0	36.42902755737305
95ecc7b5fe	6a57a	अगाध आस्था राख्छौँ	3.2	52.11213684082031
225c54e799	62ba7	अगावै कवीर	3.1	33.73905563354492
e893553140	9f669	अगुवाहरू बताउँछन्	4.0	29.209030151367188
344975c6f7	75f34	अगेना छेउमा राखिन्छ	4.3	27.888416290283203
544feed83e	8aea1	अग्निपथमा माफिया डनको	5.3	34.57440185546875
25f4b3bdec	33783	अग्नि भएकाले	5.6	22.800281524658203
30a73d5f89	d2aac	अग्नि भएकाले	2.9	27.84817886352539
a102fd7cdb	95a0e	अग्नि मिसाइल र पृथ्वी	2.8	39.6812744140625
de069a8ef7	6059d	अग्निवेश जस्तै कहलिएका	5.4	38.26247024536133
3acf891d48	15b60	अग्रगामी मुद्दाका कारण	2.6	30.09238815307617
08c4ae4138	e8b29	अग्रज पनि हुनुहुन्छ	2.4	41.736141204833984
38d380047f	7c42f	अग्रज पोप बेनेडिक्ट	4.4	29.786853790283203
be485644d9	d0cd7	अग्रज पोप बेनेडिक्ट	3.1	21.195674896240234
c43dc55650	f07db	अग्रणी भएको छ	5.2	31.177194595336918
9b371ee1f7	99866	अग्रणी भागमा	2.1	23.497509002685547
2aa05efbab	ece77	अग्रणी भारतीय विमान	2.6	17.179027557373047
5657d98e70	5d09c	अग्रणी मानिन्छ	2.5	37.20384216308594
89fbec68d9	2f34a	अग्रणी मानिन्छ	2.1	34.83083724975586
d138deb065	b5ec7	अग्रणी रहेको छ	2.8	36.582427978515625
aeccc600ed	8478c	अग्रणी रह्यो	2.7	23.4672966003418
e1e036979e	e3a27	अग्रणी रह्यो	2.8	37.13954544067383
e3d4a6e51a	01173	अग्रणी रह्यो	2.8	29.20895767211914
7bdc2dc9c3	95358	अग्रभागमा देखा पर्यो	3.8	18.462087631225582
3f4d6daca6	cb53f	अग्रसर गराउने कार्यमा	5.4	59.53971099853516
40720d873a	d593e	अग्रसर भए	2.2	31.618732452392575
ade45b5828	0d8ef	अग्रसर भए	3.5	33.51799774169922
a052fb139c	aeab9	अग्रसर भएवापत तालिवानहरूले	3.6	37.27885437011719
13720a6a49	75215	अग्रेजी भाषामा प्रयोग	2.9	45.58982467651367
b3d1940e89	109c6	अग्रेजी भाषामा प्रयोग	2.7	22.05102157592773
2b3a21a376	c06a7	अग्ला चट्टानहरूले घेरिएको	5.0	33.458335876464844
4815e23204	9c1c2	अग्ला चट्टानहरूले घेरिएको	3.7	21.00461769104004
85c53def25	d47d3	अग्ला चट्टानहरूले घेरिएको	5.0	34.73521041870117
872cfb57bb	0e35f	अग्ला चट्टानहरूले घेरिएको	4.6	25.183639526367188
d616098b03	aae92	अग्ला चट्टानहरूले घेरिएको	6.0	18.94059562683105
e787181c61	efcb9	अग्ला चट्टानहरूले घेरिएको	4.5	45.4381217956543
072ed72d5d	ee253	अग्ला चारवटा	2.7	22.76572799682617
4468736717	f8686	अग्ला हिमाल	2.3	30.1717529296875
52e0f1f650	c0181	अग्ला हिमाल	2.6	20.93891143798828
6eba561a84	2771e	अग्ला हिमाल	2.3	33.2184944152832
c0a22fa624	f7bfe	अग्लुङ बाझकटेरी पुकोट	6.5	34.98551177978516
589849bd01	e64b6	अग्लो अन्नपूर्ण श्रृङ्खला	3.2	31.616838455200195
7b05c6d41c	ca5ed	अग्लो उठाउन सक्छौँ	2.8	29.980955123901367
9b6f740a42	d62a4	अग्लो उठाउन सक्छौँ	4.1	26.222002029418945
9f14562b06	ee687	अग्लो उठाउन सक्छौँ	3.8	18.816530227661133
765c340c96	44345	अग्लो उठायौँ भने	3.7	25.92136001586914
c6f9293069	5a5e7	अग्लो उठायौँ भने	6.4	32.45814895629883
d61716b58c	da0cf	अग्लो खम्बामा उनलाई	2.9	32.38392639160156
210d40e3d4	c69a8	अग्लो ठाउँबाट खसेर	2.5	32.3053092956543
61ab55c266	49220	अग्लो ठाउँबाट खसेर	2.8	18.4433708190918
8b86cb2de8	8570d	अग्लो ठाउँमा छ	3.3	31.386812210083008
9f029be8b7	cce0f	अग्लो ठाउँमा जाली	3.5	20.26822853088379
8e21d194df	ba3bf	अग्लो देवा डाँडाबाट	4.2	33.18767166137695
031561e553	5e6be	अग्लो मन्डप बनाइयो	3.6	31.721641540527344
09672f92f9	e7c22	अग्लो मन्डप बनाइयो	3.4	26.95332717895508
372d21e422	1f917	अग्लो मन्डप बनाइयो	2.6	17.94805908203125
737527f674	6c16b	अग्लो मन्डप बनाइयो	3.3	37.570404052734375
723b7ae37b	2483a	अग्लो शिखर हो	2.4	24.806537628173828
534e0269e2	c652e	अग्लो सुनको वेदी	2.6	34.51681137084961
1837377881	75215	अग्लो स्थानलाई धुरा	3.5	32.66008758544922
1e22e905ff	237a3	अग्लो स्थानलाई धुरा	2.3	27.61058807373047
241c8c0d08	e71d4	अग्लो हुन सक्छ	2.6	36.60591506958008
b91973f65c	44559	अग्लो हुन सक्छ	3.4	35.84359359741211
3ec0e04095	c7d7d	अग्लो हुने गर्दछ	2.3	25.216875076293945
9a8ab51b42	4cc9e	अग्लो हुने हाँगाबिगायुक्त	5.3	27.356576919555664
a4e76a8893	6f65d	अग्लो हुन्छ	2.2	24.54502296447754
ebec6b0f29	005e1	अघातद्वारा अत्याधिक विक्षेपित	5.0	21.250717163085938
ca7316e615	e5d89	अघि उनले प्राक्टिकन	3.6	36.7883186340332
42a53ed907	12f3b	अघि किन विकास भएन भन्ने	3.6	22.2409610748291
0b5318748a	1d9ac	अघिको अवस्थामा देखिन्छ	4.7	20.86674690246582
b8ffc165fe	261b4	अघिको उत्खनन कार्यबाट	3.3	27.07787322998047
dbb3aa234d	145c1	अघि चाल्नाले चालिन्छ	3.0	29.8397159576416
4aabf57c2f	cce0f	अघि नेपालका मन्दिरहरूको	4.1	18.673503875732425
7e0d9dcaa5	7fda9	अघि नेपालका मन्दिरहरूको	5.2	20.8115291595459
931395c136	27e93	अघि नेपालका मन्दिरहरूको	3.0	25.828369140625
ba25bc75c1	41d46	अघि नेपालका मन्दिरहरूको	4.2	15.323420524597168
61bdf9c83b	3e371	अघि पहिला क्रियासित	2.7	35.51023483276367
36aa0921c7	393a5	अघि बढाउनुपर्ने लगायत	4.2	28.24730682373047
9d0b657c29	09e5c	अघि बढाउनुपर्ने लगायत	2.8	41.91835021972656
485e73db92	84519	अघि बढाउनुभएको थियो	4.3	23.545520782470703
eb3bf857b1	4570e	अघि बढाउनुभएको थियो	3.4	29.5045108795166
72306b201e	ee687	अघि बढिएला र	4.3	33.17504119873047
5e9099c54b	2ee53	अघि बढी रहेको	2.5	37.70717239379883
4d2d4edf65	aec4a	अघि बढेका केही	1.8	38.18642044067383
32d3980870	41d46	अघि बढेको	1.7	16.446643829345703
8f69f8524b	f0c93	अघि बढेको	2.1	44.55030059814453
ae277b3c23	2e769	अघि बढेको देखिन्छ	4.1	28.15586280822754
ea1941bcd4	90913	अघि बढेको देखिन्छ	2.5	51.80302429199219
7bd38d38d7	99866	अघि बढेर कास्कीको	2.7	34.78117370605469
b613ae2115	b0f78	अघि बढेर कास्कीको	2.7	19.606090545654297
34805e30f6	5a5e7	अघि बढ्दै देशमा	4.2	39.02568435668945
449ee1e777	145c1	अघि बढ्दै देशमा	2.0	30.093170166015625
925238f6d2	d02b3	अघि बढ्नुभयो	2.4	39.94398498535156
7d8e6a8ef6	7ed61	अघि बढ्ने	3.5	30.96245765686035
ef757f963b	df933	अघि बढ्ने	3.1	35.93671798706055
4921fae01f	d8cef	अघि बढ्ने हुन्	3.4	27.860855102539062
602655a975	b7116	अघि बढ्ने हुन्	3.8	33.6720085144043
9d939011cf	daaab	अघि बढ्ने हुन्	3.3	36.79966354370117
a3d817a321	09da0	अघि र पछिका परिवेश	4.0	22.197528839111328
1a17895b48	2483a	अघि लाग्नुपर्ने एवं	3.7	29.954784393310547
1a26379de4	14763	अघि लाग्नुपर्ने एवं	2.0	42.50463485717773
1aae5ad35f	6fa0e	अघि लाग्नुपर्ने एवं	3.1	25.277389526367188
8ad7fb7efe	d47d3	अघि लाग्नुपर्ने एवं	3.5	32.28184509277344
9d67d8aee1	bc806	अघि लाग्नुपर्ने एवं	3.8	35.109092712402344
c0d4e0cb74	1d75d	अघिल्ला निर्वाचनहरू जित्यो	3.5	20.464189529418945
6fee959d68	7c0af	अघिल्ला समयमा धेरै	2.9	25.88475799560547
78482aa9a6	f5932	अघिल्ला समयमा धेरै	4.0	33.96611022949219
9711b6e4b3	44559	अघिल्ला समयमा धेरै	3.8	32.024349212646484
a96517383a	90bdd	अघिल्ला समयमा धेरै	2.9	31.670772552490234
bba5c4659c	fea0e	अघिल्ला समयमा धेरै	3.0	45.09636688232422
c062253688	14763	अघिल्ला समयमा धेरै	2.5	36.46824645996094
6093638558	40e98	अघिल्लो कडी बजाए	2.6	37.37553787231445
e04c285d65	37155	अघिल्लो कडी बजाए	2.9	41.12744903564453
48603584d3	f7150	अघिल्लो चरणका	4.6	24.78042221069336
ec89f069dc	76dab	अघिल्लो चरणमा	4.0	37.10158157348633
ace0e846d5	bda65	अघिल्लो दिन चोखो	2.6	32.335628509521484
446e1d5408	8ef94	अघिल्लो दिनदेखि सुरु	3.4	31.87020492553711
562e032313	49220	अघिल्लो दिनदेखि सुरु	3.3	20.486064910888672
adb2ff767e	6c16b	अघिल्लो दिनदेखि सुरु	2.6	34.478721618652344
b6c7127616	125df	अघिल्लो दिनदेखि सुरु	2.6	18.538143157958984
b961babc27	1d75d	अघिल्लो दिनदेखि सुरु	3.1	28.44464111328125
41f9332cc0	41d46	अघिल्लो दिन पूजाआजा	2.7	15.45852279663086
45e659d001	aead3	अघिल्लो पुस्ता पछिल्लो	3.4	37.20547103881836
6dbda223bb	62ba7	अघिल्लो साँझदेखि नै	3.3	40.66798782348633
874f7ae407	6c67c	अघिल्लो साँझदेखि नै	2.7	28.031827926635746
a8fd65c1fa	125df	अघिल्लो साँझदेखि नै	2.7	16.15018081665039
319e0f852c	7ed61	अघि सङ्कलन गरिएका	5.8	29.077775955200195
0c279420bd	73d74	अघि सार्दै	4.0	41.2254524230957
146b41389d	1d40e	अघि सार्दै	2.7	17.025697708129883
86de42701d	b9139	अघि सार्दै	2.8	33.61963653564453
dddf5a7d1d	f9558	अघि सार्नु भएको	3.6	33.61962890625
b9473fa003	43b70	अघोर मनको	2.2	32.20745849609375
534f960d31	d26e5	अघोष कण्ठ्य	3.5	42.577178955078125
1adb719767	43655	अघोषित प्रतिस्पर्धा चलेको	3.7	26.84447479248047
5000113351	5f67a	अघोषित प्रतिस्पर्धा चलेको	4.0	30.06773376464844
768b66f9ac	4ce22	अघोषित प्रतिस्पर्धा चलेको	3.9	25.188953399658203
612cf53283	6f6a8	अघोषित रूपमै उनी	7.4	32.70374298095703
5cf1f3f64a	e547a	अङग्रेजी गितार बादक	3.4	21.44167137145996
4602b2a416	e4714	अङग्रेजी भाषाको केही	3.2	25.81471443176269
665e29b9e6	f7150	अङग्रेजी भाषाको केही	4.9	17.311140060424805
3d38100f36	125df	अङ्क अङ्ग्रेजीको प्रयोग	3.0	15.753191947937012
8b2f89ae45	81624	अङ्क अङ्ग्रेजीको प्रयोग	2.6	38.85075378417969
0e901fc558	02e40	अङ्क अन्त्यमा बढी	3.7	21.955730438232425
679cb47eb7	ee253	अङ्कको प्रयोग अङ्ग्रेजी	3.4	24.132190704345703
c15ef9fb62	4a756	अङ्कको प्रयोग अङ्ग्रेजी	4.2	32.88897705078125
2d36d65106	d8cef	अङ्क नाम मात्रको	4.0	28.301002502441406
85e50f8fe1	62ba7	अङ्क पनि	2.3	39.44550323486328
28564e1f7b	f9ab5	अङ्क पाइन्छ	2.3	33.85462951660156
7f03822ff5	a5f51	अङ्क पाइन्छ	2.4	43.854618072509766
89b6d33ed7	423bf	अङ्क पाइन्छ	2.5	25.295978546142575
0b67df6085	b9139	अङ्क पाइँदैन	3.3	31.906557083129883
57c11cbe99	3ff16	अङ्क पाइँदैन	2.8	42.27928924560547
ebac4c0f3e	d8bcb	अङ्क पाइँदैन	2.3	23.743824005126957
cc724c9968	e64b6	अङ्क पुस्तकको क्रमाङ्क हो	6.4	27.305429458618164
e3bac0c181	a3872	अङ्क पुस्तकको क्रमाङ्क हो	4.3	22.407154083251957
2c2bfa7ddc	916c6	अङ्कबाट घटाइनेछ	2.7	33.69398498535156
6fa154f43b	73d74	अङ्कबाट घटाइनेछ	4.3	31.6568603515625
49dc103d15	65bbb	अङ्क मल्लले पाउनुभएको	3.8	43.05784225463867
2e4d9a0100	a3872	अङ्क लेखेर आफ्नो	3.0	21.98028945922852
684708ff7b	57551	अङ्कहरू पठाउन सकिन्छ	3.6	51.51201248168945
b49494a2fe	4170b	अङ्कहरू पठाउन सकिन्छ	2.5	25.30638694763184
ccd5048b43	f7bfe	अङ्कहरू सम्बन्धित विषयको	4.5	34.32413482666016
24ab653539	21ba4	अङ्कित गरिएका छन्	3.6	18.99933624267578
484b2385e5	8b798	अङ्कित गरिएको छ	4.0	39.36725234985352
0e06b8fa7f	e205b	अङ्कित छ	2.2	15.81891918182373
720c554224	737fb	अङ्कित छन्	2.8	23.131685256958008
eb0f70a8c7	a1143	अङ्कित छन्	2.1	31.656890869140625
3f0d284831	4db3f	अङ्कित भएको देखेर	2.4	31.660547256469727
6b17410048	1f917	अङ्कुराउन थालेको हो	3.4	25.536846160888672
e2a5816ca1	9cc50	अङ्ग उपचारिका छन्	5.4	37.19269180297852
4b06f9a8fa	21ba4	अङ्गको अधिकारी कर्मचारी	6.6	43.947357177734375
350c654d05	95358	अङ्गको अस्पतालमा हुन्छ	3.8	17.648576736450195
4fa31b31fa	b222f	अङ्गको अस्पतालमा हुन्छ	2.8	26.037315368652344
e8dbf56b6d	d02b3	अङ्गको अस्पतालमा हुन्छ	2.5	39.10993957519531
ee6857cfbc	8aea1	अङ्गको अस्पतालमा हुन्छ	5.0	36.989356994628906
46d218f10a	8272f	अङ्गको मद्दतले यो	3.7	30.690248489379883
72fbf7b775	d4e86	अङ्गको मद्दतले यो	3.7	26.27912139892578
c51da089c5	57551	अङ्गको मद्दतले यो	4.1	34.660438537597656
4b8af5c4ea	ee687	अङ्ग डुबाउनाले पनि	3.8	28.649513244628903
7544aa0696	65bbb	अङ्ग डुबाउनाले पनि	3.0	31.59734535217285
58d192b53e	58428	अङ्ग थिए	3.0	24.52460479736328
18717c5c4e	b987b	अङ्ग नबनिसकेका	6.1	28.324478149414062
9b8e19c7ad	3ff16	अङ्ग पतन	2.0	40.6938705444336
